name,rarity,power,toughness,types,type,supertypes,subtypes,setCode,loyalty,life,text,cardParts,colorIdentity,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceManaValue,faceName,keywords,manaCost,manaValue
Tempest Hawk,common,2,2,Creature,Creature — Bird,,Bird,TDM,,,"Flying\nWhenever this creature deals combat damage to a player, you may search your library for a card named Tempest Hawk, reveal it, put it into your hand, then shuffle.\nA deck can have any number of cards named Tempest Hawk.",,W,15811.0,,,,,Flying,{2}{W},3.0
United Battlefront,rare,,,Sorcery,Sorcery,,,TDM,,,"Look at the top seven cards of your library. Put up to two noncreature, nonland permanent cards with mana value 3 or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.",,W,16696.0,,,,,,{3}{W},4.0
Voice of Victory,rare,1,3,Creature,Creature — Human Bard,,"Human, Bard",TDM,,,"Mobilize 2 (Whenever this creature attacks, create two tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)\nYour opponents can't cast spells during your turn.",,W,2397.0,,,,,Mobilize,{1}{W},2.0
Wayspeaker Bodyguard,uncommon,3,4,Creature,Creature — Orc Monk,,"Orc, Monk",TDM,,,"When this creature enters, return target nonland permanent card with mana value 2 or less from your graveyard to your hand.\nFlurry — Whenever you cast your second spell each turn, tap target creature an opponent controls.",,W,23549.0,,,,,Flurry,{3}{W},4.0
Aegis Sculptor,uncommon,2,3,Creature,Creature — Bird Wizard,,"Bird, Wizard",TDM,,,"Flying\nWard {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)\nAt the beginning of your upkeep, you may exile two cards from your graveyard. If you do, put a +1/+1 counter on this creature.",,U,25159.0,,,,,"Flying, Ward",{3}{U},4.0
Agent of Kotis,common,2,1,Creature,Creature — Human Rogue,,"Human, Rogue",TDM,,,"Renew — {3}{U}, Exile this card from your graveyard: Put two +1/+1 counters on target creature. Activate only as a sorcery.",,U,23357.0,,,,,,{1}{U},2.0
Ambling Stormshell,rare,5,9,Creature,Creature — Turtle,,Turtle,TDM,,,"Ward {2}\nWhenever this creature attacks, put three stun counters on it and draw three cards. (If a permanent with a stun counter would become untapped, remove one from it instead.)\nWhenever you cast a Turtle spell, untap this creature.",,U,18253.0,,,,,Ward,{3}{U}{U},5.0
Bewildering Blizzard,uncommon,,,Instant,Instant,,,TDM,,,Draw three cards. Creatures your opponents control get -3/-0 until end of turn.,,U,21225.0,,,,,,{4}{U}{U},6.0
Constrictor Sage,uncommon,4,4,Creature,Creature — Snake Wizard,,"Snake, Wizard",TDM,,,"When this creature enters, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)\nRenew — {2}{U}, Exile this card from your graveyard: Tap target creature an opponent controls and put a stun counter on it. Activate only as a sorcery.",,U,23467.0,,,,,,{4}{U},5.0
Dirgur Island Dragon // Skimming Strike,common,4,4,Creature,Creature — Dragon,,Dragon,TDM,,,"Flying\nWard {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)",,U,13305.0,,6.0,6.0,Dirgur Island Dragon,"Flying, Ward",{5}{U},6.0
Dirgur Island Dragon // Skimming Strike,common,,,Instant,Instant — Omen,,Omen,TDM,,,Tap up to one target creature. Draw a card. (Then shuffle this card into its owner's library.),,U,13305.0,,2.0,2.0,Skimming Strike,,{1}{U},6.0
Dispelling Exhale,common,,,Instant,Instant,,,TDM,,,"As an additional cost to cast this spell, you may behold a Dragon. (You may choose a Dragon you control or reveal a Dragon card from your hand.)\nCounter target spell unless its controller pays {2}. If a Dragon was beheld, counter that spell unless its controller pays {4} instead.",,U,13432.0,,,,,Behold,{1}{U},2.0
Dragonologist,rare,1,3,Creature,Creature — Human Wizard,,"Human, Wizard",TDM,,,"When this creature enters, look at the top six cards of your library. You may reveal an instant, sorcery, or Dragon card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.\nUntapped Dragons you control have hexproof.",,U,10644.0,,,,,,{2}{U},3.0
Dragonstorm Forecaster,uncommon,0,3,Creature,Creature — Human Scout,,"Human, Scout",TDM,,,"{2}, {T}: Search your library for a card named Dragonstorm Globe or Boulderborn Dragon, reveal it, put it into your hand, then shuffle.",,U,21643.0,,,,,,{U},1.0
Essence Anchor,uncommon,,,Artifact,Artifact,,,TDM,,,"At the beginning of your upkeep, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)\n{T}: Create a 2/2 black Zombie Druid creature token. Activate only during your turn and only if a card left your graveyard this turn.",,U,10506.0,,,,,Surveil,{2}{U},3.0
Focus the Mind,common,,,Instant,Instant,,,TDM,,,"This spell costs {2} less to cast if you've cast another spell this turn.\nDraw three cards, then discard a card.",,U,15656.0,,,,,,{4}{U},5.0
Fresh Start,uncommon,,,Enchantment,Enchantment — Aura,,Aura,TDM,,,Flash\nEnchant creature\nEnchanted creature gets -5/-0 and loses all abilities.,,U,17359.0,,,,,"Enchant, Flash",{1}{U},2.0
Highspire Bell-Ringer,common,1,4,Creature,Creature — Djinn Monk,,"Djinn, Monk",TDM,,,Flying\nThe second spell you cast each turn costs {1} less to cast.,,U,15798.0,,,,,Flying,{2}{U},3.0
Humbling Elder,common,1,2,Creature,Creature — Human Monk,,"Human, Monk",TDM,,,"Flash\nWhen this creature enters, target creature an opponent controls gets -2/-0 until end of turn.",,U,24431.0,,,,,Flash,{U},1.0
Iceridge Serpent,common,3,3,Creature,Creature — Serpent,,Serpent,TDM,,,"When this creature enters, return target creature an opponent controls to its owner's hand.",,U,22930.0,,,,,,{4}{U},5.0
Kishla Trawlers,uncommon,3,2,Creature,Creature — Human Citizen,,"Human, Citizen",TDM,,,"When this creature enters, you may exile a creature card from your graveyard. When you do, return target instant or sorcery card from your graveyard to your hand.",,U,22219.0,,,,,,{2}{U},3.0
Marang River Regent // Coil and Catch,rare,6,7,Creature,Creature — Dragon,,Dragon,TDM,,,"Flying\nWhen this creature enters, return up to two other target nonland permanents to their owners' hands.",,U,8077.0,,6.0,6.0,Marang River Regent,Flying,{4}{U}{U},6.0
Marang River Regent // Coil and Catch,rare,,,Instant,Instant — Omen,,Omen,TDM,,,"Draw three cards, then discard a card. (Then shuffle this card into its owner's library.)",,U,8077.0,,4.0,4.0,Coil and Catch,,{3}{U},6.0
Naga Fleshcrafter,rare,0,0,Creature,Creature — Snake Shapeshifter,,"Snake, Shapeshifter",TDM,,,"You may have this creature enter as a copy of any creature on the battlefield.\nRenew — {2}{U}, Exile this card from your graveyard: Put a +1/+1 counter on target nonlegendary creature you control. Each other creature you control becomes a copy of that creature until end of turn. Activate only as a sorcery.",,U,10616.0,,,,,,{3}{U},4.0
Ringing Strike Mastery,common,,,Enchantment,Enchantment — Aura,,Aura,TDM,,,"Enchant creature\nWhen this Aura enters, tap enchanted creature.\nEnchanted creature doesn't untap during its controller's untap step.\nEnchanted creature has ""{5}: Untap this creature.""",,U,17720.0,,,,,Enchant,{U},1.0
Riverwalk Technique,common,,,Instant,Instant,,,TDM,,,Choose one —\n• The owner of target nonland permanent puts it on their choice of the top or bottom of their library.\n• Counter target noncreature spell.,,U,21528.0,,,,,,{3}{U},4.0
Roiling Dragonstorm,uncommon,,,Enchantment,Enchantment,,,TDM,,,"When this enchantment enters, draw two cards, then discard a card.\nWhen a Dragon you control enters, return this enchantment to its owner's hand.",,U,9982.0,,,,,,{1}{U},2.0
Sibsig Appraiser,common,2,1,Creature,Creature — Zombie Advisor,,"Zombie, Advisor",TDM,,,"When this creature enters, look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.",,U,21128.0,,,,,,{2}{U},3.0
Snowmelt Stag,common,2,5,Creature,Creature — Elemental Elk,,"Elemental, Elk",TDM,,,"Vigilance\nDuring your turn, this creature has base power and toughness 5/2.\n{5}{U}{U}: This creature can't be blocked this turn.",,U,26119.0,,,,,Vigilance,{3}{U},4.0
Spectral Denial,uncommon,,,Instant,Instant,,,TDM,,,This spell costs {1} less to cast for each creature you control with power 4 or greater.\nCounter target spell unless its controller pays {X}.,,U,13658.0,,,,,,{X}{U},1.0
Stillness in Motion,rare,,,Enchantment,Enchantment,,,TDM,,,"At the beginning of your upkeep, mill three cards. Then if your library has no cards in it, exile this enchantment and put five cards from your graveyard on top of your library in any order.",,U,15502.0,,,,,Mill,{1}{U},2.0
"Taigam, Master Opportunist",mythic,2,2,Creature,Legendary Creature — Human Monk,Legendary,"Human, Monk",TDM,,,"Flurry — Whenever you cast your second spell each turn, copy it, then exile the spell you cast with four time counters on it. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, they remove a time counter. When the last is removed, they may play it without paying its mana cost. If it's a creature, it has haste.)",,U,9502.0,,,,,Flurry,{1}{U},2.0
Temur Devotee,common,3,3,Creature,Creature — Human Druid,,"Human, Druid",TDM,,,"Defender\n{1}: Add {G}, {U}, or {R}. Activate only once each turn.",,"G, R, U",21100.0,,,,,Defender,{1}{U},2.0
Unending Whisper,common,,,Sorcery,Sorcery,,,TDM,,,"Draw a card.\nHarmonize {5}{U} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",,U,14595.0,,,,,Harmonize,{U},1.0
Ureni's Rebuff,uncommon,,,Sorcery,Sorcery,,,TDM,,,"Return target creature to its owner's hand.\nHarmonize {5}{U} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",,U,19174.0,,,,,Harmonize,{1}{U},2.0
Veteran Ice Climber,uncommon,1,3,Creature,Creature — Human Scout,,"Human, Scout",TDM,,,"Vigilance\nThis creature can't be blocked.\nWhenever this creature attacks, up to one target player mills cards equal to this creature's power. (They put that many cards from the top of their library into their graveyard.)",,U,18827.0,,,,,"Mill, Vigilance",{1}{U},2.0
Wingblade Disciple,uncommon,2,2,Creature,Creature — Human Monk,,"Human, Monk",TDM,,,"Flying\nFlurry — Whenever you cast your second spell each turn, create a 1/1 white Bird creature token with flying.",,U,17515.0,,,,,"Flurry, Flying",{2}{U},3.0
Wingspan Stride,common,,,Enchantment,Enchantment — Aura,,Aura,TDM,,,Enchant creature\nEnchanted creature gets +1/+1 and has flying.\n{2}{U}: Return this Aura to its owner's hand.,,U,15266.0,,,,,Enchant,{U},1.0
Winternight Stories,rare,,,Sorcery,Sorcery,,,TDM,,,"Draw three cards. Then discard two cards unless you discard a creature card.\nHarmonize {4}{U} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",,U,11342.0,,,,,Harmonize,{2}{U},3.0
Abzan Devotee,common,2,1,Creature,Creature — Dog Cleric,,"Dog, Cleric",TDM,,,"{1}: Add {W}, {B}, or {G}. Activate only once each turn.\n{2}{B}: Return this card from your graveyard to your hand.",,"B, G, W",20838.0,,,,,,{1}{B},2.0
Adorned Crocodile,common,5,3,Creature,Creature — Crocodile,,Crocodile,TDM,,,"When this creature dies, create a 2/2 black Zombie Druid creature token.\nRenew — {B}, Exile this card from your graveyard: Put a +1/+1 counter on target creature. Activate only as a sorcery.",,B,22647.0,,,,,,{4}{B},5.0
Aggressive Negotiations,common,,,Sorcery,Sorcery,,,TDM,,,Target opponent reveals their hand. You choose a nonland card from it and exile that card. Put a +1/+1 counter on up to one target creature you control.,,B,19510.0,,,,,,{2}{B},3.0
Alchemist's Assistant,uncommon,2,1,Creature,Creature — Monkey,,Monkey,TDM,,,"Lifelink\nRenew — {1}{B}, Exile this card from your graveyard: Put a lifelink counter on target creature. Activate only as a sorcery.",,B,18669.0,,,,,Lifelink,{1}{B},2.0
Alesha's Legacy,common,,,Instant,Instant,,,TDM,,,"Target creature you control gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",,B,13714.0,,,,,,{1}{B},2.0
Avenger of the Fallen,rare,2,4,Creature,Creature — Human Warrior,,"Human, Warrior",TDM,,,"Deathtouch\nMobilize X, where X is the number of creature cards in your graveyard. (Whenever this creature attacks, create X tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)",,B,8303.0,,,,,"Deathtouch, Mobilize",{2}{B},3.0
Caustic Exhale,common,,,Instant,Instant,,,TDM,,,"As an additional cost to cast this spell, behold a Dragon or pay {1}. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card from your hand.)\nTarget creature gets -3/-3 until end of turn.",,B,19162.0,,,,,Behold,{B},1.0
Corroding Dragonstorm,uncommon,,,Enchantment,Enchantment,,,TDM,,,"When this enchantment enters, each opponent loses 2 life and you gain 2 life. Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)\nWhen a Dragon you control enters, return this enchantment to its owner's hand.",,B,15156.0,,,,,Surveil,{1}{B},2.0
Cruel Truths,common,,,Instant,Instant,,,TDM,,,"Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,B,17187.0,,,,,Surveil,{3}{B},4.0
Delta Bloodflies,common,1,2,Creature,Creature — Insect,,Insect,TDM,,,"Flying\nWhenever this creature attacks, if you control a creature with a counter on it, each opponent loses 1 life.",,B,20331.0,,,,,Flying,{1}{B},2.0
Desperate Measures,uncommon,,,Instant,Instant,,,TDM,,,"Target creature gets +1/-1 until end of turn. When it dies under your control this turn, draw two cards.",,B,15722.0,,,,,,{B},1.0
Dragon's Prey,common,,,Instant,Instant,,,TDM,,,This spell costs {2} more to cast if it targets a Dragon.\nDestroy target creature.,,B,19812.0,,,,,,{2}{B},3.0
Feral Deathgorger // Dusk Sight,common,3,5,Creature,Creature — Dragon,,Dragon,TDM,,,"Flying, deathtouch\nWhen this creature enters, exile up to two target cards from a single graveyard.",,B,14022.0,,6.0,6.0,Feral Deathgorger,"Deathtouch, Flying",{5}{B},6.0
Feral Deathgorger // Dusk Sight,common,,,Sorcery,Sorcery — Omen,,Omen,TDM,,,Put a +1/+1 counter on up to one target creature. Draw a card. (Then shuffle this card into its owner's library.),,B,14022.0,,2.0,2.0,Dusk Sight,,{1}{B},6.0
Gurmag Rakshasa,uncommon,5,5,Creature,Creature — Demon,,Demon,TDM,,,"Menace (This creature can't be blocked except by two or more creatures.)\nWhen this creature enters, target creature an opponent controls gets -2/-2 until end of turn and target creature you control gets +2/+2 until end of turn.",,B,23841.0,,,,,Menace,{4}{B}{B},6.0
Hundred-Battle Veteran,uncommon,4,2,Creature,Creature — Zombie Warrior,,"Zombie, Warrior",TDM,,,"As long as there are three or more different kinds of counters among creatures you control, this creature gets +2/+4.\nYou may cast this card from your graveyard. If you do, it enters with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)",,B,25814.0,,,,,,{3}{B},4.0
Kin-Tree Nurturer,common,2,1,Creature,Creature — Human Druid,,"Human, Druid",TDM,,,"Lifelink\nWhen this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",,B,22381.0,,,,,"Endure, Lifelink",{2}{B},3.0
Krumar Initiate,uncommon,2,2,Creature,Creature — Human Cleric,,"Human, Cleric",TDM,,,"{X}{B}, {T}, Pay X life: This creature endures X. Activate only as a sorcery. (Put X +1/+1 counters on it or create an X/X white Spirit creature token.)",,B,20790.0,,,,,Endure,{1}{B},2.0
Nightblade Brigade,common,1,3,Creature,Creature — Goblin Soldier,,"Goblin, Soldier",TDM,,,"Deathtouch\nMobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)\nWhen this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",,B,14337.0,,,,,"Deathtouch, Mobilize, Surveil",{2}{B},3.0
Qarsi Revenant,rare,3,3,Creature,Creature — Vampire,,Vampire,TDM,,,"Flying, deathtouch, lifelink\nRenew — {2}{B}, Exile this card from your graveyard: Put a flying counter, a deathtouch counter, and a lifelink counter on target creature. Activate only as a sorcery.",,B,7197.0,,,,,"Deathtouch, Flying, Lifelink",{1}{B}{B},3.0
Rot-Curse Rakshasa,mythic,5,5,Creature,Creature — Demon,,Demon,TDM,,,"Trample\nDecayed (This creature can't block. When it attacks, sacrifice it at end of combat.)\nRenew — {X}{B}{B}, Exile this card from your graveyard: Put a decayed counter on each of X target creatures. Activate only as a sorcery.",,B,12472.0,,,,,"Decayed, Trample",{1}{B},2.0
Salt Road Skirmish,uncommon,,,Sorcery,Sorcery,,,TDM,,,Destroy target creature. Create two 1/1 red Warrior creature tokens. They gain haste until end of turn. Sacrifice them at the beginning of the next end step.,,B,18291.0,,,,,,{3}{B},4.0
Sandskitter Outrider,common,2,1,Creature,Creature — Goblin Soldier,,"Goblin, Soldier",TDM,,,"Menace (This creature can't be blocked except by two or more creatures.)\nWhen this creature enters, it endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)",,B,22620.0,,,,,"Endure, Menace",{3}{B},4.0
Scavenger Regent // Exude Toxin,rare,4,4,Creature,Creature — Dragon,,Dragon,TDM,,,Flying\nWard—Discard a card.,,B,10650.0,,4.0,4.0,Scavenger Regent,"Flying, Ward",{3}{B},4.0
