subtypes,toughness,type,name,rarity,historic,manaCost,power,text,types,alchemy,faceConvertedManaCost
"Kor, Cleric",3,Creature — Kor Cleric,Attended Healer,uncommon,Legal,{3}{W},2,"Whenever you gain life for the first time each turn, create a 1/1 white Cat creature token.\n{2}{W}: Another target Cleric gains lifelink until end of turn.",Creature,,
Mouse,2,Creature — Mouse,Canyon Jerboa,uncommon,Legal,{2}{W},1,"Landfall — Whenever a land you control enters, creatures you control get +1/+1 until end of turn.",Creature,,
"Kor, Warrior",1,Creature — Kor Warrior,Cliffhaven Sell-Sword,common,Legal,{1}{W},3,,Creature,,
"Angel, Warrior",1,Creature — Angel Warrior,Emeria Captain,uncommon,Legal,{3}{W},1,"Flying, vigilance\nWhen this creature enters, put a +1/+1 counter on it for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",Creature,,
,,Sorcery,"Emeria's Call // Emeria, Shattered Skyclave",mythic,Legal,{4}{W}{W}{W},,Create two 4/4 white Angel Warrior creature tokens with flying. Non-Angel creatures you control gain indestructible until your next turn.,Sorcery,,7.0
,,Land,"Emeria's Call // Emeria, Shattered Skyclave",mythic,Legal,,,"As this land enters, you may pay 3 life. If you don't, it enters tapped.\n{T}: Add {W}.",Land,,0.0
"Kor, Cleric",2,Creature — Kor Cleric,Expedition Healer,common,Legal,{1}{W},2,Vigilance\nThis creature has lifelink as long as you control another Cleric.,Creature,,
"Kor, Wizard",3,Creature — Kor Wizard,Farsight Adept,common,Legal,{2}{W},3,"When this creature enters, you and target opponent each draw a card.",Creature,,
Griffin,1,Creature — Griffin,Fearless Fledgling,uncommon,Legal,{1}{W},1,"Landfall — Whenever a land you control enters, put a +1/+1 counter on this creature. It gains flying until end of turn.",Creature,,
,,Enchantment,Journey to Oblivion,uncommon,Legal,{4}{W},,"This spell costs {1} less to cast for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)\nWhen this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.",Enchantment,,
"Human, Warrior",3,Creature — Human Warrior,Kabira Outrider,common,Legal,{3}{W},3,"When this creature enters, target creature gets +1/+1 until end of turn for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",Creature,,
"Kor, Cleric",1,Creature — Kor Cleric,Kitesail Cleric,uncommon,Legal,{W},1,"Kicker {2}{W} (You may pay an additional {2}{W} as you cast this spell.)\nFlying\nWhen this creature enters, if it was kicked, tap up to two target creatures.",Creature,,
"Kor, Warrior",1,Creature — Kor Warrior,Kor Blademaster,uncommon,Legal,{1}{W},1,Double strike\nEquipped Warriors you control have double strike.,Creature,,
"Kor, Cleric",4,Creature — Kor Cleric,Kor Celebrant,common,Legal,{2}{W},1,"Whenever this creature or another creature you control enters, you gain 1 life.",Creature,,
"Angel, Warrior",3,Creature — Angel Warrior,Legion Angel,rare,Legal,{2}{W}{W},4,"Flying\nWhen this creature enters, you may reveal a card you own named Legion Angel from outside the game and put it into your hand.",Creature,,
"Human, Cleric",1,Creature — Human Cleric,Luminarch Aspirant,rare,Legal,{1}{W},1,"At the beginning of combat on your turn, put a +1/+1 counter on target creature you control.",Creature,,
Ox,4,Creature — Ox,Makindi Ox,common,Legal,{4}{W},4,"Landfall — Whenever a land you control enters, tap target creature an opponent controls.",Creature,,
,,Sorcery,Makindi Stampede // Makindi Mesas,uncommon,Legal,{3}{W}{W},,Creatures you control get +2/+2 until end of turn.,Sorcery,,5.0
,,Land,Makindi Stampede // Makindi Mesas,uncommon,Legal,,,This land enters tapped.\n{T}: Add {W}.,Land,,0.0
Cat,1,Creature — Cat,Mesa Lynx,common,Legal,{1}{W},2,"During turns other than yours, this creature gets +0/+2.",Creature,,
Aura,,Enchantment — Aura,Nahiri's Binding,common,Legal,{1}{W}{W},,"Enchant creature or planeswalker\nEnchanted permanent can't attack or block, and its activated abilities can't be activated.",Enchantment,,
,,Sorcery,Ondu Inversion // Ondu Skyruins,rare,Legal,{6}{W}{W},,Destroy all nonland permanents.,Sorcery,,8.0
,,Land,Ondu Inversion // Ondu Skyruins,rare,Legal,,,This land enters tapped.\n{T}: Add {W}.,Land,,0.0
"Human, Warrior",2,Creature — Human Warrior,Paired Tactician,uncommon,Legal,{2}{W},3,"Whenever this creature and at least one other Warrior attack, put a +1/+1 counter on this creature.",Creature,,
,,Instant,Practiced Tactics,common,Legal,{W},,"Choose target attacking or blocking creature. Practiced Tactics deals damage to that creature equal to twice the number of creatures in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",Instant,,
,,Instant,Pressure Point,common,Legal,{1}{W},,Tap target creature.\nDraw a card.,Instant,,
"Cat, Beast",3,Creature — Cat Beast,Prowling Felidar,common,Legal,{3}{W},2,"Vigilance\nLandfall — Whenever a land you control enters, put a +1/+1 counter on this creature.",Creature,,
,,Instant,Resolute Strike,common,Legal,{W},,"Target creature gets +2/+2 until end of turn. If it's a Warrior, you may attach an Equipment you control to it.",Instant,,
"Kor, Warrior",2,Creature — Kor Warrior,Sea Gate Banneret,common,Legal,{W},1,{4}{W}: Creatures you control get +1/+1 until end of turn.,Creature,,
,,Instant,Sejiri Shelter // Sejiri Glacier,uncommon,Legal,{1}{W},,Target creature you control gains protection from the color of your choice until end of turn.,Instant,,2.0
,,Land,Sejiri Shelter // Sejiri Glacier,uncommon,Legal,,,This land enters tapped.\n{T}: Add {W}.,Land,,0.0
"Angel, Cleric",4,Creature — Angel Cleric,Shepherd of Heroes,common,Legal,{4}{W},3,"Flying\nWhen this creature enters, you gain 2 life for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",Creature,,
"Kor, Spirit",2,Creature — Kor Spirit,Skyclave Apparition,rare,Legal,{1}{W}{W},2,"When this creature enters, exile up to one target nonland, nontoken permanent you don't control with mana value 4 or less.\nWhen this creature leaves the battlefield, the exiled card's owner creates an X/X blue Illusion creature token, where X is the mana value of the exiled card.",Creature,,
"Kor, Cleric",3,Creature — Kor Cleric,Skyclave Cleric // Skyclave Basilica,uncommon,Legal,{1}{W},1,"When this creature enters, you gain 2 life.",Creature,,2.0
,,Land,Skyclave Cleric // Skyclave Basilica,uncommon,Legal,,,This land enters tapped.\n{T}: Add {W}.,Land,,0.0
"Kor, Warrior",3,Creature — Kor Warrior,Squad Commander,rare,Legal,{3}{W},3,"When this creature enters, create a 1/1 white Kor Warrior creature token for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)\nAt the beginning of combat on your turn, if you have a full party, creatures you control get +1/+0 and gain indestructible until end of turn.",Creature,,
Bird,2,Creature — Bird,Tazeem Raptor,common,Legal,{2}{W},2,"Flying\nWhen this creature enters, you may return a land you control to its owner's hand.",Creature,,
"Human, Warrior",6,Legendary Creature — Human Warrior,"Tazri, Beacon of Unity",mythic,Legal,{4}{W},4,"This spell costs {1} less to cast for each creature in your party.\n{2/U}{2/B}{2/R}{2/G}: Look at the top six cards of your library. You may reveal up to two Cleric, Rogue, Warrior, Wizard, and/or Ally cards from among them and put them into your hand. Put the rest on the bottom of your library in a random order.",Creature,,
,,Instant,Anticognition,common,Legal,{1}{U},,"Counter target creature or planeswalker spell unless its controller pays {2}. If an opponent has eight or more cards in their graveyard, instead counter that spell, then scry 2.",Instant,,
,,Instant,Beyeen Veil // Beyeen Coast,uncommon,Legal,{1}{U},,Creatures your opponents control get -2/-0 until end of turn.,Instant,,2.0
,,Land,Beyeen Veil // Beyeen Coast,uncommon,Legal,,,This land enters tapped.\n{T}: Add {U}.,Land,,0.0
Aura,,Enchantment — Aura,Bubble Snare,common,Legal,{U},,"Kicker {2}{U} (You may pay an additional {2}{U} as you cast this spell.)\nEnchant creature\nWhen this Aura enters, if it was kicked, tap enchanted creature.\nEnchanted creature doesn't untap during its controller's untap step.",Enchantment,,
"Merfolk, Wizard",3,Creature — Merfolk Wizard,Cascade Seer,common,Legal,{3}{U},3,"When this creature enters, scry X, where X is the number of creatures in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",Creature,,
"Leviathan, Crab",17,Legendary Creature — Leviathan Crab,"Charix, the Raging Isle",rare,Legal,{2}{U}{U},0,"Spells your opponents cast that target Charix cost {2} more to cast.\n{3}: Charix gets +X/-X until end of turn, where X is the number of Islands you control.",Creature,,
"Merfolk, Cleric",3,Creature — Merfolk Cleric,Cleric of Chill Depths,common,Legal,{1}{U},1,"Whenever this creature blocks a creature, that creature doesn't untap during its controller's next untap step.",Creature,,
,,Instant,Concerted Defense,uncommon,Legal,{U},,"Counter target noncreature spell unless its controller pays {1} plus an additional {1} for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",Instant,,
,,Enchantment,Confounding Conundrum,rare,Legal,{1}{U},,"When this enchantment enters, draw a card.\nWhenever a land an opponent controls enters, if that player had another land enter the battlefield under their control this turn, they return a land they control to its owner's hand.",Enchantment,,
"Merfolk, Wizard",2,Creature — Merfolk Wizard,Coralhelm Chronicler,rare,Legal,{2}{U},2,"Whenever you cast a kicked spell, draw a card, then discard a card.\nWhen this creature enters, look at the top five cards of your library. You may reveal a card with a kicker ability from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",Creature,,
"Human, Wizard",2,Creature — Human Wizard,Cunning Geysermage,common,Legal,{2}{U},3,"Kicker {2}{U} (You may pay an additional {2}{U} as you cast this spell.)\nWhen this creature enters, if it was kicked, return up to one other target creature to its owner's hand.",Creature,,
,,Instant,Deliberate,common,Legal,{1}{U},,"Scry 2, then draw a card.",Instant,,
,,Sorcery,Field Research,common,Legal,{2}{U},,"Kicker {2}{U} (You may pay an additional {2}{U} as you cast this spell.)\nDraw two cards. If this spell was kicked, draw three cards instead.",Sorcery,,
,,Instant,Glacial Grasp,common,Legal,{2}{U},,Tap target creature. Its controller mills two cards. That creature doesn't untap during its controller's next untap step. (They put the top two cards of their library into their graveyard.)\nDraw a card.,Instant,,
"Shapeshifter, Rogue",0,Creature — Shapeshifter Rogue,Glasspool Mimic // Glasspool Shore,rare,Legal,{2}{U},0,"You may have this creature enter as a copy of a creature you control, except it's a Shapeshifter Rogue in addition to its other types.",Creature,,3.0
,,Land,Glasspool Mimic // Glasspool Shore,rare,Legal,,,This land enters tapped.\n{T}: Add {U}.,Land,,0.0
,,Sorcery,Inscription of Insight,rare,Legal,{3}{U},,"Kicker {2}{U}{U}\nChoose one. If this spell was kicked, choose any number instead.\n• Return up to two target creatures to their owners' hands.\n• Scry 2, then draw two cards.\n• Target player creates an X/X blue Illusion creature token, where X is the number of cards in their hand.",Sorcery,,
Jace,,Legendary Planeswalker — Jace,"Jace, Mirror Mage",mythic,Legal,{1}{U}{U},,"Kicker {2}\nWhen Jace enters, if Jace was kicked, create a token that's a copy of Jace, except it's not legendary and its starting loyalty is 1.\n[+1]: Scry 2.\n[0]: Draw a card and reveal it. Remove a number of loyalty counters equal to that card's mana value from Jace.",Planeswalker,,
Elemental,3,Creature — Elemental,Living Tempest,common,Legal,{4}{U},3,Flash\nFlying,Creature,,
,,Sorcery,Lullmage's Domination,uncommon,Legal,{X}{U}{U}{U},,This spell costs {3} less to cast if it targets a creature whose controller has eight or more cards in their graveyard.\nGain control of target creature with mana value X.,Sorcery,,
,,Sorcery,Maddening Cacophony,rare,Legal,{1}{U},,"Kicker {3}{U}\nEach opponent mills eight cards. If this spell was kicked, instead each opponent mills half their library, rounded up.",Sorcery,,
"Sphinx, Wizard",4,Creature — Sphinx Wizard,Master of Winds,rare,,{2}{U}{U},1,"Flying\nWhen this creature enters, draw two cards, then discard a card.\nWhenever you cast an instant, sorcery, or Wizard spell, you may have this creature's base power and toughness become 4/1 or 1/4 until end of turn.",Creature,,
"Sphinx, Wizard",5,Creature — Sphinx Wizard,A-Master of Winds,rare,Legal,{2}{U}{U},1,"Flying\nWhen Master of Winds enters, draw two cards, then discard a card.\nWhenever you cast an instant, sorcery, or Wizard spell, you may have Master of Winds's base power and toughness become 5/1 or 1/5 until end of turn.",Creature,,
"Merfolk, Wizard",4,Creature — Merfolk Wizard,Merfolk Falconer,uncommon,Legal,{3}{U}{U},4,"Flying\nWhenever you cast a kicked spell, scry 2.",Creature,,
